Id,SalePrice
1603,74703.0
1604,262080.0
1605,251334.0
1606,167543.0
1607,170410.0
1608,213094.0
1609,186265.0
1610,147736.0
1611,140896.0
1612,159589.0
1613,166108.0
1614,125960.0
1615,91584.0
1616,75783.0
1617,93574.0
1618,129013.0
1619,146460.0
1620,160973.0
1621,140862.0
1622,138388.0
1623,292916.0
1624,210394.0
1625,124711.0
1626,159935.0
1627,190344.0
1628,268604.0
1629,186321.0
1630,349588.0
1631,213085.0
1632,231151.0
1633,176681.0
1634,184691.0
1635,180743.0
1636,159142.0
1637,195273.0
1638,180599.0
1639,173114.0
1640,252888.0
1641,174402.0
1642,221850.0
1643,225966.0
1644,237088.0
1645,195443.0
1646,162613.0
1647,161530.0
1648,129335.0
1649,138473.0
1650,110105.0
1651,127491.0
1652,98429.0
1653,101292.0
1654,148749.0
1655,150614.0
1656,144167.0
1657,151933.0
1658,140464.0
1659,127749.0
1660,154214.0
1661,489469.0
1662,409470.0
1663,404089.0
1664,455851.0
1665,305309.0
1666,327388.0
1667,391903.0
1668,335416.0
1669,294687.0
1670,369445.0
1671,262754.0
1672,461930.0
1673,291184.0
1674,244442.0
1675,181654.0
1676,182766.0
1677,218662.0
1678,451218.0
1679,384194.0
1680,345113.0
1681,244604.0
1682,301131.0
1683,172516.0
1684,176941.0
1685,174679.0
1686,169141.0
1687,171451.0
1688,191945.0
1689,198691.0
1690,200950.0
1691,188189.0
1692,260839.0
1693,167507.0
1694,185173.0
1695,169299.0
1696,277121.0
1697,176942.0
1698,378277.0
1699,324922.0
1700,239652.0
1701,272450.0
1702,247903.0
1703,247499.0
1704,303583.0
1705,227657.0
1706,433385.0
1707,207377.0
1708,201764.0
1709,276914.0
1710,224778.0
1711,252540.0
1712,267552.0
1713,283319.0
1714,219596.0
1715,205112.0
1716,185028.0
1717,180200.0
1718,135503.0
1719,200645.0
1720,247980.0
1721,177016.0
1722,127268.0
1723,160552.0
1724,210181.0
1725,236226.0
1726,180987.0
1727,154440.0
1728,189735.0
1729,167653.0
1730,174475.0
1731,120409.0
1732,130742.0
1733,117426.0
1734,123443.0
1735,132061.0
1736,112149.0
1737,333409.0
1738,227943.0
1739,249559.0
1740,212226.0
1741,188486.0
1742,170435.0
1743,177301.0
1744,308689.0
1745,206593.0
1746,187755.0
1747,213091.0
1748,218339.0
1749,143723.0
1750,117988.0
1751,230685.0
1752,118413.0
1753,145057.0
1754,196049.0
1755,162179.0
1756,128148.0
1757,123972.0
1758,139584.0
1759,167570.0
1760,167498.0
1761,134653.0
1762,178251.0
1763,168684.0
1764,113640.0
1765,165537.0
1766,182778.0
1767,229474.0
1768,145200.0
1769,176486.0
1770,147441.0
1771,127701.0
1772,134251.0
1773,128012.0
1774,135306.0
1775,140263.0
1776,127425.0
1777,112458.0
1778,139105.0
1779,108984.0
1780,179272.0
1781,130944.0
1782,89610.0
1783,140515.0
1784,108251.0
1785,124340.0
1786,142263.0
1787,157879.0
1788,50397.0
1789,100828.0
1790,78664.0
1791,171241.0
1792,156221.0
1793,133116.0
1794,146661.0
1795,138161.0
1796,117316.0
1797,107959.0
1798,124564.0
1799,111494.0
1800,122041.0
1801,128805.0
1802,137617.0
1803,146452.0
1804,144898.0
1805,137253.0
1806,115435.0
1807,132966.0
1808,123296.0
1809,118777.0
1810,143103.0
1811,95263.0
1812,95024.0
1813,124580.0
1814,97464.0
1815,54060.0
1816,95827.0
1817,101267.0
1818,152024.0
1819,121248.0
1820,50759.0
1821,107918.0
1822,147059.0
1823,42273.0
1824,132110.0
1825,138118.0
1826,99544.0
1827,99164.0
1828,135291.0
1829,109549.0
1830,143171.0
1831,153309.0
1832,85482.0
1833,140933.0
1834,118254.0
1835,122148.0
1836,126658.0
1837,85028.0
1838,128579.0
1839,89429.0
1840,142534.0
1841,146263.0
1842,84948.0
1843,123343.0
1844,124818.0
1845,143868.0
1846,155549.0
1847,162639.0
1848,56341.0
1849,102950.0
1850,117048.0
1851,161769.0
1852,124227.0
1853,134526.0
1854,174150.0
1855,142512.0
1856,219182.0
1857,160071.0
1858,139705.0
1859,119753.0
1860,144127.0
1861,118097.0
1862,300080.0
1863,286903.0
1864,286903.0
1865,316561.0
1866,335769.0
1867,243602.0
1868,313227.0
1869,205371.0
1870,241024.0
1871,243206.0
1872,172916.0
1873,231316.0
1874,148579.0
1875,198930.0
1876,191868.0
1877,214521.0
1878,197997.0
1879,124318.0
1880,132727.0
1881,241536.0
1882,257140.0
1883,186129.0
1884,203031.0
1885,255701.0
1886,291601.0
1887,217655.0
1888,294570.0
1889,166854.0
1890,119532.0
1891,130808.0
1892,105971.0
1893,124492.0
1894,124281.0
1895,141100.0
1896,131901.0
1897,110832.0
1898,114782.0
1899,147349.0
1900,153263.0
1901,171823.0
1902,145232.0
1903,205259.0
1904,134138.0
1905,191045.0
1906,171503.0
1907,208911.0
1908,112558.0
1909,127937.0
1910,116059.0
1911,222156.0
1912,312483.0
1913,146567.0
1914,50898.0
1915,305314.0
1916,65311.0
1917,270243.0
1918,139957.0
1919,165804.0
1920,144509.0
1921,434576.0
1922,325753.0
1923,211586.0
1924,218133.0
1925,198739.0
1926,407613.0
1927,133855.0
1928,156544.0
1929,117618.0
1930,124406.0
1931,150211.0
1932,141911.0
1933,179835.0
1934,184643.0
1935,170706.0
1936,183257.0
1937,182270.0
1938,170905.0
1939,233195.0
1940,184054.0
1941,169999.0
1942,179921.0
1943,207270.0
1944,332654.0
1945,370017.0
1946,141349.0
1947,296942.0
1948,167331.0
1949,244834.0
1950,185404.0
1951,253467.0
1952,205802.0
1953,158255.0
1954,181232.0
1955,143741.0
1956,290020.0
1957,149965.0
1958,326549.0
1959,143848.0
1960,116683.0
1961,119541.0
1962,100654.0
1963,107096.0
1964,106540.0
1965,146314.0
1966,145605.0
1967,275287.0
1968,412400.0
1969,402038.0
1970,469076.0
1971,447425.0
1972,374392.0
1973,261131.0
1974,328002.0
1975,460141.0
1976,278359.0
1977,351970.0
1978,358381.0
1979,345330.0
1980,192466.0
1981,357515.0
1982,227982.0
1983,206915.0
1984,166969.0
1985,217036.0
1986,212185.0
1987,185633.0
1988,175169.0
1989,194746.0
1990,218771.0
1991,234424.0
1992,213202.0
1993,174057.0
1994,235221.0
1995,195379.0
1996,254468.0
1997,312853.0
1998,356720.0
1999,251202.0
2000,321814.0
2001,266523.0
2002,235889.0
2003,261982.0
2004,285246.0
2005,219576.0
2006,230450.0
2007,255517.0
2008,216401.0
2009,187398.0
2010,195796.0
2011,143180.0
2012,178706.0
2013,181042.0
2014,183623.0
2015,198792.0
2016,186282.0
2017,196646.0
2018,118336.0
2019,136895.0
2020,110325.0
2021,108474.0
2022,179390.0
2023,133919.0
2024,245089.0
2025,361852.0
2026,168819.0
2027,150728.0
2028,156570.0
2029,168590.0
2030,268509.0
2031,237805.0
2032,252111.0
2033,277805.0
2034,167584.0
2035,213060.0
2036,203139.0
2037,207016.0
2038,294964.0
2039,225126.0
2040,275982.0
2041,276983.0
2042,206003.0
2043,167285.0
2044,157161.0
2045,217466.0
2046,147325.0
2047,146761.0
2048,143972.0
2049,135227.0
2050,179942.0
2051,101614.0
2052,123479.0
2053,151642.0
2054,81966.0
2055,157363.0
2056,138118.0
2057,120206.0
2058,222300.0
2059,135079.0
2060,169562.0
2061,180556.0
2062,132119.0
2063,109041.0
2064,147159.0
2065,122969.0
2066,161652.0
2067,102134.0
2068,138107.0
2069,83559.0
2070,121065.0
2071,90855.0
2072,130887.0
2073,137276.0
2074,191933.0
2075,145724.0
2076,126092.0
2077,152656.0
2078,128072.0
2079,137888.0
2080,120504.0
2081,128411.0
2082,113130.0
2083,149631.0
2084,112313.0
2085,119416.0
2086,106505.0
2087,122106.0
2088,93961.0
2089,74119.0
2090,129064.0
2091,120898.0
2092,121525.0
2093,119073.0
2094,109852.0
2095,152133.0
2096,73595.0
2097,96416.0
2098,150340.0
2099,49912.0
2100,84805.0
2101,122220.0
2102,121392.0
2103,109590.0
2104,127286.0
2105,123482.0
2106,68079.0
2107,205514.0
2108,114167.0
2109,111403.0
2110,137392.0
2111,147855.0
2112,139667.0
2113,120716.0
2114,113323.0
2115,153600.0
2116,119631.0
2117,149853.0
2118,124937.0
2119,105904.0
2120,107625.0
2121,86056.0
2122,103632.0
2123,79314.0
2124,150512.0
2125,128885.0
2126,140285.0
2127,154971.0
2128,127901.0
2129,99600.0
2130,145467.0
2131,146707.0
2132,122418.0
2133,124343.0
2134,116406.0
2135,90871.0
2136,81414.0
2137,104951.0
2138,126970.0
2139,148808.0
2140,141173.0
2141,141480.0
2142,123972.0
2143,143623.0
2144,129669.0
2145,137648.0
2146,160236.0
2147,132993.0
2148,136062.0
2149,139652.0
2150,216069.0
2151,117985.0
2152,173046.0
2153,155763.0
2154,106119.0
2155,143524.0
2156,256513.0
2157,233066.0
2158,236973.0
2159,211938.0
2160,188167.0
2161,249176.0
2162,422567.0
2163,357376.0
2164,251728.0
2165,192498.0
2166,155598.0
2167,232420.0
2168,191162.0
2169,198397.0
2170,218794.0
2171,144256.0
2172,129692.0
2173,163086.0
2174,231777.0
2175,313544.0
2176,311495.0
2177,244336.0
2178,220711.0
2179,141087.0
2180,215041.0
2181,187233.0
2182,217482.0
2183,188209.0
2184,124674.0
2185,111011.0
2186,149486.0
2187,152592.0
2188,154684.0
2189,232703.0
2190,85069.0
2191,85893.0
2192,88674.0
2193,104544.0
2194,97085.0
2195,112972.0
2196,94795.0
2197,113024.0
2198,163015.0
2199,178364.0
2200,144387.0
2201,142486.0
2202,219505.0
2203,129558.0
2204,180307.0
2205,112547.0
2206,137260.0
2207,225991.0
2208,251288.0
2209,234545.0
2210,118555.0
2211,112402.0
2212,117241.0
2213,109604.0
2214,131681.0
2215,96209.0
2216,144648.0
2217,73708.0
2218,72339.0
2219,70204.0
2220,59951.0
2221,305179.0
2222,257550.0
2223,281912.0
2224,218646.0
2225,121399.0
2226,204985.0
2227,211289.0
2228,253206.0
2229,260057.0
2230,147384.0
2231,211634.0
2232,185389.0
2233,177610.0
2234,239652.0
2235,213210.0
2236,268433.0
2237,359316.0
2238,199480.0
2239,116277.0
2240,157502.0
2241,157395.0
2242,129415.0
2243,131510.0
2244,106471.0
2245,99742.0
2246,147642.0
2247,110869.0
2248,129332.0
2249,125189.0
2250,136314.0
2251,124398.0
2252,167802.0
2253,156299.0
2254,177168.0
2255,186123.0
2256,189795.0
2257,208845.0
2258,168254.0
2259,177419.0
2260,152585.0
2261,187445.0
2262,207742.0
2263,345638.0
2264,462078.0
2265,155702.0
2266,277987.0
2267,366181.0
2268,410838.0
2269,142658.0
2270,192148.0
2271,212749.0
2272,193165.0
2273,167831.0
2274,174923.0
2275,157698.0
2276,186659.0
2277,181207.0
2278,147544.0
2279,124475.0
2280,122828.0
2281,168193.0
2282,191903.0
2283,106215.0
2284,106920.0
2285,147353.0
2286,122199.0
2287,349693.0
2288,265534.0
2289,394511.0
2290,482637.0
2291,322377.0
2292,446859.0
2293,462101.0
2294,424861.0
2295,466519.0
2296,305590.0
2297,316922.0
2298,327712.0
2299,382328.0
2300,337948.0
2301,294321.0
2302,243363.0
2303,241971.0
2304,248290.0
2305,183762.0
2306,178920.0
2307,187954.0
2308,227601.0
2309,274638.0
2310,214513.0
2311,194102.0
2312,179173.0
2313,176757.0
2314,177750.0
2315,187940.0
2316,196597.0
2317,183398.0
2318,183086.0
2319,185451.0
2320,186674.0
2321,238382.0
2322,180604.0
2323,179950.0
2324,177412.0
2325,213979.0
2326,170985.0
2327,208695.0
2328,228756.0
2329,188771.0
2330,181738.0
2331,373412.0
2332,377702.0
2333,325298.0
2334,246906.0
2335,273941.0
2336,342521.0
2337,199931.0
2338,302926.0
2339,218591.0
2340,417179.0
2341,217091.0
2342,230169.0
2343,223075.0
2344,212456.0
2345,238344.0
2346,216345.0
2347,196843.0
2348,240269.0
2349,178805.0
2350,296482.0
2351,261836.0
2352,252504.0
2353,240374.0
2354,136872.0
2355,149168.0
2356,154770.0
2357,197446.0
2358,193263.0
2359,134682.0
2360,116381.0
2361,146130.0
2362,279009.0
2363,137051.0
2364,147431.0
2365,228239.0
2366,194627.0
2367,229675.0
2368,213552.0
2369,226299.0
2370,167777.0
2371,165980.0
2372,194043.0
2373,272906.0
2374,322183.0
2375,252280.0
2376,270672.0
2377,350395.0
2378,139336.0
2379,195699.0
2380,144782.0
2381,159387.0
2382,209855.0
2383,204842.0
2384,252972.0
2385,161606.0
2386,136069.0
2387,137091.0
2388,101303.0
2389,124526.0
2390,146924.0
2391,147221.0
2392,117903.0
2393,172749.0
2394,141040.0
2395,209366.0
2396,143928.0
2397,219496.0
2398,137169.0
2399,62192.0
2400,59349.0
2401,118602.0
2402,137309.0
2403,143473.0
2404,148934.0
2405,156313.0
2406,140698.0
2407,127432.0
2408,147437.0
2409,123280.0
2410,167585.0
2411,120794.0
2412,156873.0
2413,129714.0
2414,147287.0
2415,138297.0
2416,128748.0
2417,133844.0
2418,131993.0
2419,124342.0
2420,127065.0
2421,146787.0
2422,118871.0
2423,126601.0
2424,168397.0
2425,173530.0
2426,125993.0
2427,138197.0
2428,179737.0
2429,116783.0
2430,134097.0
2431,109495.0
2432,148992.0
2433,148786.0
2434,133537.0
2435,150942.0
2436,101333.0
2437,105593.0
2438,125659.0
2439,107806.0
2440,116685.0
2441,95798.0
2442,95595.0
2443,120032.0
2444,133167.0
2445,87867.0
2446,130846.0
2447,182376.0
2448,128737.0
2449,112575.0
2450,145245.0
2451,127106.0
2452,197209.0
2453,92134.0
2454,116961.0
2455,117353.0
2456,131289.0
2457,134913.0
2458,124864.0
2459,111765.0
2460,129622.0
2461,120429.0
2462,133835.0
2463,122474.0
2464,177569.0
2465,143922.0
2466,113631.0
2467,129705.0
2468,81151.0
2469,79593.0
2470,189566.0
2471,201808.0
2472,169708.0
2473,118983.0
2474,86176.0
2475,222890.0
2476,117681.0
2477,126455.0
2478,149415.0
2479,108607.0
2480,151803.0
2481,121627.0
2482,132509.0
2483,112490.0
2484,124589.0
2485,129385.0
2486,158797.0
2487,166677.0
2488,160452.0
2489,142349.0
2490,149646.0
2491,88168.0
2492,187296.0
2493,150107.0
2494,154989.0
2495,85546.0
2496,236742.0
2497,152154.0
2498,113595.0
2499,90661.0
2500,136877.0
2501,137702.0
2502,143807.0
2503,99229.0
2504,185945.0
2505,229021.0
2506,269245.0
2507,297726.0
2508,269101.0
2509,212250.0
2510,235097.0
2511,176890.0
2512,197883.0
2513,219594.0
2514,244157.0
2515,149070.0
2516,170562.0
2517,147685.0
2518,157286.0
2519,220098.0
2520,214042.0
2521,189689.0
2522,221893.0
2523,116940.0
2524,139365.0
2525,150239.0
2526,135395.0
2527,111398.0
2528,130273.0
2529,133711.0
2530,117897.0
2531,261427.0
2532,226430.0
2533,195079.0
2534,225571.0
2535,331688.0
2536,237303.0
2537,238745.0
2538,189503.0
2539,191892.0
2540,178949.0
2541,190516.0
2542,167657.0
2543,123709.0
2544,119970.0
2545,137747.0
2546,125506.0
2547,140976.0
2548,152108.0
2549,160638.0
2550,585180.0
2551,133555.0
2552,126794.0
2553,81364.0
2554,100398.0
2555,126338.0
2556,104233.0
2557,105519.0
2558,142514.0
2559,133021.0
2560,146521.0
2561,136410.0
2562,133282.0
2563,148855.0
2564,198471.0
2565,129253.0
2566,152903.0
2567,139556.0
2568,191985.0
2569,206430.0
2570,116791.0
2571,181941.0
2572,163455.0
2573,228526.0
2574,274161.0
2575,130991.0
2576,122569.0
2577,143981.0
2578,86743.0
2579,65106.0
2580,97440.0
2581,102641.0
2582,93351.0
2583,286380.0
2584,161342.0
2585,174928.0
2586,233068.0
2587,209955.0
2588,142399.0
2589,152812.0
2590,210777.0
2591,217239.0
2592,222688.0
2593,260497.0
2594,187221.0
2595,200234.0
2596,313784.0
2597,182644.0
2598,275834.0
2599,323634.0
2600,148356.0
2601,142967.0
2602,83453.0
2603,94144.0
2604,89256.0
2605,75420.0
2606,148137.0
2607,193372.0
2608,201084.0
2609,174654.0
2610,105323.0
2611,119189.0
2612,152959.0
2613,136296.0
2614,130219.0
2615,156178.0
2616,143599.0
2617,183609.0
2618,194100.0
2619,187495.0
2620,190253.0
2621,179387.0
2622,183743.0
2623,256688.0
2624,303864.0
2625,298407.0
2626,176646.0
2627,172499.0
2628,432198.0
2629,456786.0
2630,333350.0
2631,493541.0
2632,414202.0
2633,295251.0
2634,421989.0
2635,156838.0
2636,182565.0
2637,174341.0
2638,257715.0
2639,186572.0
2640,153300.0
2641,101942.0
2642,193607.0
2643,99050.0
2644,127795.0
2645,108410.0
2646,98144.0
2647,102565.0
2648,145671.0
2649,145858.0
2650,144926.0
2651,139793.0
2652,442562.0
2653,239299.0
2654,225089.0
2655,406533.0
2656,321537.0
2657,370613.0
2658,310192.0
2659,280044.0
2660,349326.0
2661,339622.0
2662,354521.0
2663,286606.0
2664,266067.0
2665,329543.0
2666,289275.0
2667,167580.0
2668,186200.0
2669,177083.0
2670,277837.0
2671,193597.0
2672,199364.0
2673,206926.0
2674,200201.0
2675,167774.0
2676,196199.0
2677,196414.0
2678,249187.0
2679,274251.0
2680,276207.0
2681,426894.0
2682,320270.0
2683,484257.0
2684,312727.0
2685,332529.0
2686,266877.0
2687,338034.0
2688,220422.0
2689,203006.0
2690,462871.0
2691,178170.0
2692,136299.0
2693,194679.0
2694,133538.0
2695,195137.0
2696,190717.0
2697,190412.0
2698,186960.0
2699,172867.0
2700,157342.0
2701,156552.0
2702,111536.0
2703,123857.0
2704,145795.0
2705,119523.0
2706,117712.0
2707,126630.0
2708,137224.0
2709,103412.0
2710,129543.0
2711,262163.0
2712,382068.0
2713,168571.0
2714,150305.0
2715,166622.0
2716,144169.0
2717,187589.0
2718,230797.0
2719,159589.0
2720,175721.0
2721,133119.0
2722,158670.0
2723,134640.0
2724,124622.0
2725,132570.0
2726,148202.0
2727,182473.0
2728,171586.0
2729,149981.0
2730,144523.0
2731,135293.0
2732,131629.0
2733,159619.0
2734,140531.0
2735,134737.0
2736,142948.0
2737,126149.0
2738,140997.0
2739,162283.0
2740,132726.0
2741,145092.0
2742,151686.0
2743,154265.0
2744,162335.0
2745,135392.0
2746,138273.0
2747,137395.0
2748,119976.0
2749,133821.0
2750,134464.0
2751,136398.0
2752,200745.0
2753,150651.0
2754,218965.0
2755,137439.0
2756,97284.0
2757,71627.0
2758,83016.0
2759,167433.0
2760,113580.0
2761,145045.0
2762,145956.0
2763,187434.0
2764,150400.0
2765,281123.0
2766,140758.0
2767,89352.0
2768,136270.0
2769,132870.0
2770,149239.0
2771,112812.0
2772,116189.0
2773,167111.0
2774,141585.0
2775,120791.0
2776,139824.0
2777,148285.0
2778,102233.0
2779,123272.0
2780,95980.0
2781,98219.0
2782,86915.0
2783,103288.0
2784,125323.0
2785,136753.0
2786,67246.0
2787,128670.0
2788,79199.0
2789,187314.0
2790,89808.0
2791,114143.0
2792,55443.0
2793,169388.0
2794,103260.0
2795,118484.0
2796,102687.0
2797,202863.0
2798,106999.0
2799,119760.0
2800,62484.0
2801,108528.0
2802,134801.0
2803,170140.0
2804,127356.0
2805,100217.0
2806,79396.0
2807,166371.0
2808,145873.0
2809,137121.0
2810,129832.0
2811,155452.0
2812,153405.0
2813,151242.0
2814,154694.0
2815,99684.0
2816,246626.0
2817,154392.0
2818,125347.0
2819,160329.0
2820,136158.0
2821,105705.0
2822,206695.0
2823,307125.0
2824,174638.0
2825,141870.0
2826,127859.0
2827,141477.0
2828,207297.0
2829,200939.0
2830,227142.0
2831,176147.0
2832,255180.0
2833,286064.0
2834,211545.0
2835,210142.0
2836,194579.0
2837,150243.0
2838,146378.0
2839,176583.0
2840,205111.0
2841,204218.0
2842,224063.0
2843,145146.0
2844,159174.0
2845,125381.0
2846,205629.0
2847,194767.0
2848,225891.0
2849,197456.0
2850,290607.0
2851,228735.0
2852,229456.0
2853,237869.0
2854,141713.0
2855,200652.0
2856,203935.0
2857,191898.0
2858,209308.0
2859,126426.0
2860,117993.0
2861,120532.0
2862,193667.0
2863,127846.0
2864,240421.0
2865,132950.0
2866,144559.0
2867,94850.0
2868,97584.0
2869,112394.0
2870,120648.0
2871,81156.0
2872,49101.0
2873,103647.0
2874,144633.0
2875,113211.0
2876,164649.0
2877,148944.0
2878,172757.0
2879,143836.0
2880,102382.0
2881,146962.0
2882,171399.0
2883,205548.0
2884,200022.0
2885,196121.0
2886,218031.0
2887,100122.0
2888,133865.0
2889,59028.0
2890,73277.0
2891,130826.0
2892,51866.0
2893,70774.0
2894,54863.0
2895,312006.0
2896,271614.0
2897,193086.0
2898,150055.0
2899,214896.0
2900,156590.0
2901,194302.0
2902,185655.0
2903,340830.0
2904,371309.0
2905,87799.0
2906,199785.0
2907,111972.0
2908,137039.0
2909,148039.0
2910,80278.0
2911,83693.0
2912,146618.0
2913,84935.0
2914,80520.0
2915,86023.0
2916,85584.0
2917,171429.0
2918,123911.0
2919,224804.0
